,Degree,BetweennessCentrality
Botu0031,15,884.927284625878
Otu0032,18,699.328772080627
Botu0058,20,740.865815945849
Botu0010,21,989.631601318678
Botu0087,23,1202.97304271071
Botu0475,15,889.619770516861
Botu0007,17,779.708112358054
Botu0014,23,1034.5782695836
Otu0115,19,899.665748379089
Otu0118,17,795.453759847011
Botu0011,15,1093.71763172169
Botu0047,14,2776.60167881022
Botu0067,21,1486.84677867653
