,Degree,BetweennessCentrality
Otu00529,9,1058
Botu00430,5,801
Botu00301,5,1500.16666666667
Botu00399,5,674.666666666667
Botu00028,7,2926.16666666667
Botu00256,5,1757
Botu01284,7,2836.83333333333
Botu00280,4,938.666666666667
Otu00195,4,1170.33333333333
Botu00024,4,2898
Botu00092,5,1412
Botu00192,6,1097.66666666667
