,Degree,BetweennessCentrality
Otu0021,23,1036.95963546702
Botu0290,20,1389.61944822463
Otu0319,21,926.738062301042
Botu0475,22,1026.25651925896
Botu0024,28,793.045749498636
Botu0055,26,848.991710610609
Botu0058,32,1144.94097062751
Botu0010,32,1066.30068229222
Botu0007,29,1089.76514432664
Botu0014,30,991.240372893526
Botu0011,25,1169.94681997537
Botu0067,29,1147.44972727848
