Var1	Var2	r	p	r.sign
Otu0004	Otu0001	-0.818181818181818	0.0038149200825508	0
Otu0008	Otu0001	-0.814593428531286	0.00410613152183092	0
Otu0055	Otu0001	-0.661724102537295	0.0371522540385021	0
Otu0108	Otu0001	0.75321558301958	0.0118985219421563	1
Otu0115	Otu0001	-0.750366479376867	0.0124108688599756	0
Otu0118	Otu0001	-0.707330222650161	0.022142864766074	0
Otu0146	Otu0001	0.65653798717447	0.0392043863325569	1
Otu0152	Otu0001	-0.694161558544025	0.0259415577717104	0
Otu0250	Otu0001	-0.69985477149842	0.0242485104998802	0
Otu0264	Otu0001	0.64822991307253	0.0426487294538698	1
Otu0326	Otu0001	-0.722228139753566	0.0183287087582011	0
Otu0332	Otu0001	-0.687467961383404	0.028033629911481	0
Otu0399	Otu0001	0.699138702979765	0.0244571572055383	1
Otu0463	Otu0001	-0.720111523349409	0.0188404896401044	0
Otu0509	Otu0001	-0.818379538933538	0.00379931785897947	0
Otu0517	Otu0001	0.63577413773191	0.0481839293673556	1
Otu0536	Otu0001	-0.845742551972309	0.00204747891640777	0
Botu0002	Otu0001	0.686933264358473	0.0282055607712552	1
Botu0006	Otu0001	0.83030303030303	0.00294022702327945	1
Botu0025	Otu0001	-0.632221765427267	0.0498460995096797	0
Botu0030	Otu0001	0.733333333333333	0.0158005962505716	1
Botu0046	Otu0001	0.684848484848485	0.0288827975067327	1
Botu0049	Otu0001	-0.848934830938402	0.00189083575228732	0
Botu0086	Otu0001	-0.658548827984633	0.0383998629707376	0
Botu0155	Otu0001	0.677227678628851	0.0314527616797047	1
Botu0196	Otu0001	0.865869755313128	0.00120063930154624	1
Botu0375	Otu0001	-0.76421105019586	0.0100599363568294	0
Botu0553	Otu0001	-0.644304294902921	0.0443445845299557	0
Botu0677	Otu0001	0.829370422162271	0.00300181332997784	1
Otu0013	Otu0002	0.636363636363636	0.0479117261299753	1
Otu0021	Otu0002	0.840554073221593	0.00232177895009111	1
Otu0024	Otu0002	-0.681032862245232	0.0301508840318769	0
Otu0026	Otu0002	0.693012319795274	0.026292878178805	1
Otu0044	Otu0002	0.65653798717447	0.0392043863325569	1
Otu0097	Otu0002	-0.878265257344815	0.000827446273493404	0
Otu0157	Otu0002	0.644379876300868	0.0443115143214361	1
Otu0205	Otu0002	0.677227678628851	0.0314527616797047	1
Otu0264	Otu0002	0.741724612073376	0.014059271807753	1
Otu0289	Otu0002	0.673780229733552	0.0326647992752607	1
Otu0319	Otu0002	0.664867197931738	0.0359445395868701	1
Otu0497	Otu0002	-0.808807519133454	0.00460870343436537	0
Botu0001	Otu0002	-0.709090909090909	0.0216659233675323	0
Botu0021	Otu0002	-0.66261704261127	0.0368064023486645	0
Botu0024	Otu0002	0.684848484848485	0.0288827975067327	1
Botu0028	Otu0002	0.705170430668875	0.0227377366153769	1
Botu0031	Otu0002	0.84498870571529	0.00208579650533425	1
