OTU_ID	IN_130_MCB_26_S_ITS_S70	IN_130_MCB_2_S_ITS_S69	IN_130_MCB_9_S_ITS_S22	IN_132_MCB_16_S_ITS_S23	IN_132_MCB_17_S_ITS_S71	IN_132_MCB_27_S_ITS_S24	IN_272_MCB_10_S_ITS_S31	IN_272_MCB_11_S_ITS_S79	IN_272_MCB_24_S_ITS_S72	IN_55_MCB_6_S_ITS_S20	IN_55_MCB_7_S_ITS_S68	IN_55_MCB_8_S_ITS_S21	IN_WT_MCB_28_S_ITS_S32	IN_WT_MCB_29_S_ITS_S80	IN_WT_MCB_33_S_ITS_S33	TN_130_A_S_ITS_S35	TN_130_B_S_ITS_S83	TN_130_C_S_ITS_S36	TN_132_A_S_ITS_S84	TN_132_B_S_ITS_S43	TN_132_C_S_ITS_S91	TN_272_A_S_ITS_S44	TN_272_B_S_ITS_S92	TN_272_C_S_ITS_S45	TN_55_A_S_ITS_S81	TN_55_B_S_ITS_S34	TN_55_C_S_ITS_S82	TN_LS_1_S_ITS_S93	TN_LS_2_S_ITS_S46	TN_LS_3_S_ITS_S94	TN_WT_MB_19_S_ITS_S47	TN_WT_MB_20_S_ITS_S95	TN_WT_MB_21_S_ITS_S48	WA130_BNL_20_S_ITS_S9	WA132_RN_7_S_ITS_S57	WA132_RN_8_S_ITS_S10	WA272_BNL_17_S_ITS_S59	WA272_BNL_18_S_ITS_S12	WA272_RN_10_S_ITS_S11	WA_55_BNL_19_S_ITS_S8	WA_55_RN_1_S_ITS_S7	WA_55_RN_2_S_ITS_S55	WA_WT_BNL_21_S_ITS_S60	WA_WT_BNL_22_S_ITS_S19	WA_WT_BNL_23_S_ITS_S67	taxonomy
Otu00768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	0	115	0	7	0	0	0	3	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu00769	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	18	3	47	6	27	25	18	7	1	0	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Filobasidiales(100);f__Filobasidiaceae(100);g__Naganishia(100);s__Naganishia_randhawae(75);
Otu00770	3	4	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	8	0	0	30	0	0	0	2	0	0	4	0	0	1	0	6	0	2	0	0	0	0	0	3	10	0	0	86	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(93);o__Hypocreales_unclassified(93);o__Hypocreales_unclassified(93);
Otu00771	0	0	2	2	0	0	0	0	78	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Sporormiaceae(100);g__Preussia(100);s__Preussia_sp(92);
Otu00772	0	3	0	0	0	0	26	0	0	0	1	0	52	0	0	5	1	0	1	0	0	0	5	0	0	75	0	0	0	3	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__unclassified_Xylariales(95);g__unclassified_Xylariales(95);s__Xylariales_sp(95);
Otu00773	2	1	35	9	0	6	2	0	5	0	0	0	20	0	0	82	0	0	1	0	0	0	4	0	0	34	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);c__Eurotiomycetes_unclassified(100);c__Eurotiomycetes_unclassified(100);c__Eurotiomycetes_unclassified(100);c__Eurotiomycetes_unclassified(100);
Otu00774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	7	0	52	0	20	12	32	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Onygenaceae(100);g__Auxarthron(100);s__Auxarthron_umbrinum(100);
Otu00775	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	1	37	51	0	52	1	0	5	0	9	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu00776	9	80	0	0	0	5	9	0	0	0	43	0	4	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu00777	1	9	0	0	0	0	0	0	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	75	51	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu00778	0	1	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Orbiliomycetes(100);o__unclassified_Orbiliomycetes(97);f__unclassified_Orbiliomycetes(97);g__unclassified_Orbiliomycetes(97);s__Orbiliomycetes_sp(97);
Otu00779	9	7	3	2	11	26	12	3	8	0	4	3	7	0	6	1	0	0	4	0	0	0	1	1	0	15	0	14	0	4	0	3	1	0	0	0	0	0	3	0	4	3	0	0	5	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Vishniacozyma(100);s__Vishniacozyma_heimaeyensis(100);
Otu00780	0	0	0	2	63	14	3	6	0	0	0	0	2	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Clavicipitaceae(100);f__Clavicipitaceae_unclassified(100);f__Clavicipitaceae_unclassified(100);
Otu00781	0	0	87	0	0	0	0	0	0	0	0	0	0	0	15	113	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Cordycipitaceae(100);g__Beauveria(100);g__Beauveria_unclassified(100);
Otu00782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	34	0	0	5	0	0	0	0	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_hyalina(100);
Otu00783	0	0	0	7	0	0	0	0	0	0	0	0	0	0	153	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Glomerellales(100);f__Plectosphaerellaceae(100);g__Plectosphaerella(100);g__Plectosphaerella_unclassified(100);
Otu00784	0	7	2	0	0	0	0	0	4	1	3	2	0	0	2	0	0	0	0	0	8	0	5	0	0	6	0	0	0	7	1	0	5	40	21	0	23	0	19	7	1	0	6	1	2	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_fam_Incertae_sedis(100);g__Acremonium(100);s__Acremonium_fusidioides(100);
Otu00785	35	42	0	0	0	0	0	0	0	0	46	0	8	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(98);p__Ascomycota_unclassified(98);p__Ascomycota_unclassified(98);p__Ascomycota_unclassified(98);p__Ascomycota_unclassified(98);
Otu00786	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	29	0	34	0	0	3	50	3	0	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);c__Leotiomycetes_unclassified(100);
Otu00787	0	2	0	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	15	9	13	21	6	2	21	8	11	12	0	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Filobasidiales(100);f__Filobasidiaceae(100);g__Naganishia(100);s__Naganishia_albida(100);
Otu00788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	9	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Sporormiaceae(100);g__Preussia(100);s__Preussia_terricola(99);
Otu00789	6	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	16	17	0	11	0	3	6	23	0	2	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Chaetomiaceae(100);g__Chaetomium(97);s__Chaetomium_sp(97);
Otu00790	1	9	0	0	0	0	0	0	0	39	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	12	0	0	1	0	18	0	0	0	51	3	7	k__Fungi(100);p__Chytridiomycota(100);c__Spizellomycetes(100);o__Spizellomycetales(100);f__Spizellomycetaceae(100);g__Spizellomyces(100);g__Spizellomyces_unclassified(100);
Otu00791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	2	3	2	0	0	4	0	0	107	0	0	1	1	0	0	0	25	0	0	0	0	0	0	0	0	10	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu00792	25	5	0	0	2	1	4	0	0	0	3	0	4	0	31	2	2	10	0	2	2	0	9	0	0	12	24	0	11	0	0	0	4	0	0	4	0	8	0	4	0	4	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Thyridariaceae(100);f__Thyridariaceae_unclassified(100);f__Thyridariaceae_unclassified(100);
Otu00793	3	18	0	0	0	0	3	0	3	0	7	7	14	0	0	0	0	0	0	0	5	0	3	0	0	7	0	3	0	102	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu00794	0	0	1	3	67	14	1	0	12	0	4	0	1	0	40	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreaceae(100);g__Trichoderma(100);g__Trichoderma_unclassified(100);
Otu00795	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	152	0	1	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Rozellomycota(100);c__unclassified_Rozellomycota(100);o__unclassified_Rozellomycota(100);f__unclassified_Rozellomycota(100);g__unclassified_Rozellomycota(100);s__Rozellomycota_sp(100);
Otu00796	9	5	0	0	0	0	0	1	0	0	1	0	1	3	0	0	1	1	2	3	0	8	0	3	4	0	0	12	85	1	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);
Otu00797	0	0	0	0	0	0	2	0	0	0	0	18	0	0	37	7	0	0	4	0	103	0	3	0	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Chaetosphaeriales(100);f__Chaetosphaeriaceae(100);f__Chaetosphaeriaceae_unclassified(100);f__Chaetosphaeriaceae_unclassified(100);
Otu00798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	26	0	34	0	0	0	55	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);
Otu00799	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0	22	2	0	0	41	4	34	30	21	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Chytridiomycota(100);c__Chytridiomycetes(100);o__Chytridiales(99);f__unclassified_Chytridiales(99);g__unclassified_Chytridiales(99);s__Chytridiales_sp(99);
Otu00800	41	5	0	0	0	0	22	0	0	0	43	0	27	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	19	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Glomeromycota(100);c__Glomeromycetes(100);o__Glomerales(100);f__Glomeraceae(100);g__Septoglomus(100);g__Septoglomus_unclassified(100);
Otu00801	3	2	0	119	1	22	12	0	3	0	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Paracremonium(100);s__Paracremonium_sp(100);
Otu00802	0	0	0	0	6	18	0	0	8	0	5	7	111	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);o__Agaricales_unclassified(100);o__Agaricales_unclassified(100);o__Agaricales_unclassified(100);
Otu00803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	128	7	0	0	1	5	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);f__Trichomeriaceae_unclassified(100);f__Trichomeriaceae_unclassified(100);
Otu00804	0	0	0	0	0	0	1	0	0	51	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	5	24	1	4	4	48	0	13	5	6	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Gymnoascaceae(100);g__unclassified_Gymnoascaceae(100);s__Gymnoascaceae_sp(100);
Otu00805	2	0	47	3	1	0	1	9	0	0	0	1	0	2	0	1	7	2	12	0	1	6	3	1	13	0	5	12	6	13	11	0	1	0	0	0	0	0	0	0	0	0	0	0	1	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(90);o__Helotiales_unclassified(90);o__Helotiales_unclassified(90);
Otu00806	3	0	5	4	10	0	12	0	2	17	0	1	18	0	0	0	0	2	0	0	0	20	0	7	0	10	0	0	0	3	26	2	0	0	0	0	0	0	0	5	0	0	0	2	2	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Trichocomaceae(100);g__Talaromyces(100);s__Talaromyces_luteus(100);
Otu00807	1	4	0	0	0	0	0	5	24	0	5	0	0	0	57	21	0	0	0	0	1	0	0	2	0	15	1	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Microascales(100);f__Microascaceae(100);g__Parascedosporium(100);s__Parascedosporium_putredinis(100);
Otu00808	1	4	1	11	5	0	0	1	0	0	0	0	25	0	33	7	0	0	0	0	1	0	0	0	0	2	0	7	6	39	0	15	3	0	0	0	0	0	0	0	0	0	0	0	10	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Chaetomiaceae(100);f__Chaetomiaceae_unclassified(100);f__Chaetomiaceae_unclassified(100);
Otu00809	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	23	0	0	0	0	0	11	0	90	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Lasiosphaeriaceae(100);f__Lasiosphaeriaceae_unclassified(100);f__Lasiosphaeriaceae_unclassified(100);
Otu00810	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	17	34	0	0	0	0	3	0	10	1	100	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Clavicipitaceae(100);g__unclassified_Clavicipitaceae(100);s__Clavicipitaceae_sp(100);
Otu00811	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Glomeromycota(100);c__Paraglomeromycetes(100);c__Paraglomeromycetes_unclassified(100);c__Paraglomeromycetes_unclassified(100);c__Paraglomeromycetes_unclassified(100);c__Paraglomeromycetes_unclassified(100);
Otu00812	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	9	0	1	3	0	0	0	20	35	0	9	2	13	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu00813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	4	0	0	1	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Pleurotheciales(100);f__Pleurotheciaceae(100);g__Phaeoisaria(100);s__Phaeoisaria_clematidis(100);
Otu00814	11	99	0	0	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);c__Agaricomycetes_unclassified(100);c__Agaricomycetes_unclassified(100);c__Agaricomycetes_unclassified(100);c__Agaricomycetes_unclassified(100);
Otu00815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	0	31	0	37	48	12	1	0	0	k__Fungi(100);p__Monoblepharomycota(100);c__Monoblepharidomycetes(100);o__unclassified_Monoblepharidomycetes(100);f__unclassified_Monoblepharidomycetes(100);g__unclassified_Monoblepharidomycetes(100);s__Monoblepharidomycetes_sp(100);
Otu00816	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	31	0	54	0	0	0	32	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Microascales(100);f__Microascaceae(100);g__Microascus(100);s__Microascus_verrucosus(100);
Otu00817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	5	0	0	8	0	2	20	0	77	2	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Elsinoaceae(100);g__Sphaceloma(100);g__Sphaceloma_unclassified(100);
Otu00818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	6	50	17	0	10	5	2	2	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Bionectriaceae(100);g__Clonostachys(100);g__Clonostachys_unclassified(100);
Otu00819	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	3	0	0	0	0	0	3	0	0	0	0	2	2	0	0	8	0	0	59	42	3	0	1	7	0	0	4	3	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Ophiocordycipitaceae(100);f__Ophiocordycipitaceae_unclassified(100);f__Ophiocordycipitaceae_unclassified(100);
Otu00820	0	0	0	0	2	0	0	0	0	3	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	106	0	7	1	2	3	6	7	9	2	0	9	1	4	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_ambigua(100);
Otu00821	2	0	1	2	2	4	19	29	20	0	9	2	9	0	3	8	0	0	0	0	0	0	0	9	2	16	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);
Otu00822	0	0	3	0	3	0	0	0	0	2	0	1	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	17	0	7	5	48	13	20	2	1	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Gymnoascaceae(100);g__Gymnoascus(100);s__Gymnoascus_reessii(100);
Otu00823	1	0	0	3	1	0	0	0	0	0	0	2	3	33	0	1	2	10	1	4	0	15	0	4	5	9	29	0	0	0	21	2	0	0	0	0	0	0	0	0	0	0	0	0	14	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Trichocomaceae(100);g__Talaromyces(100);g__Talaromyces_unclassified(100);
Otu00824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	87	0	18	8	19	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);c__Eurotiomycetes_unclassified(100);c__Eurotiomycetes_unclassified(100);c__Eurotiomycetes_unclassified(100);c__Eurotiomycetes_unclassified(100);
Otu00825	8	41	0	0	0	0	4	0	0	0	7	0	11	0	41	40	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);
Otu00826	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	30	27	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Rozellomycota(100);c__Rozellomycotina_cls_Incertae_sedis(100);o__GS10(100);f__unclassified_GS10(100);g__unclassified_GS10(100);s__GS10_sp(100);
Otu00827	9	10	0	11	5	36	3	9	0	0	4	19	10	0	0	0	1	0	4	0	1	0	1	3	0	1	10	6	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	15	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Rhynchogastremataceae(100);g__Papiliotrema(100);s__Papiliotrema_frias(100);
Otu00828	15	0	2	2	1	3	2	0	2	2	2	11	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	11	0	21	0	1	0	17	2	2	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Stachybotryaceae(100);g__Myxospora(100);s__Myxospora_crassiseta(98);
Otu00829	0	0	46	3	2	0	0	0	0	0	0	0	0	9	0	0	11	30	14	11	0	4	2	1	12	0	4	2	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Venturiales(100);f__Sympoventuriaceae(100);f__Sympoventuriaceae_unclassified(92);f__Sympoventuriaceae_unclassified(92);
Otu00830	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	40	0	0	5	0	0	0	0	0	12	44	34	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Cantharellales(100);f__Ceratobasidiaceae(100);f__Ceratobasidiaceae_unclassified(100);f__Ceratobasidiaceae_unclassified(100);
Otu00831	0	3	1	16	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	70	0	28	0	0	4	0	2	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Glomeromycota(100);c__Glomeromycetes(100);o__Diversisporales(100);f__unclassified_Diversisporales(100);g__unclassified_Diversisporales(100);s__Diversisporales_sp(100);
Otu00832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	22	0	0	2	0	0	0	0	115	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Myriangiales_fam_Incertae_sedis(100);g__Endosporium(100);s__Endosporium_sp(100);
Otu00833	25	43	0	0	9	17	0	0	3	0	0	0	3	0	1	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	24	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu00834	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	77	0	3	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Glomeromycota(100);c__Glomeromycetes(100);o__Glomerales(100);f__Glomeraceae(100);g__Septoglomus(100);g__Septoglomus_unclassified(96);
Otu00835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	65	0	1	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(55);c__Lecanoromycetes_unclassified(55);c__Lecanoromycetes_unclassified(55);c__Lecanoromycetes_unclassified(55);c__Lecanoromycetes_unclassified(55);
Otu00836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	111	0	0	0	0	0	11	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Magnaporthales(100);f__Magnaporthaceae(100);f__Magnaporthaceae_unclassified(100);f__Magnaporthaceae_unclassified(100);
