OTU_ID	IN_130_MCB_26_S_ITS_S70	IN_130_MCB_2_S_ITS_S69	IN_130_MCB_9_S_ITS_S22	IN_132_MCB_16_S_ITS_S23	IN_132_MCB_17_S_ITS_S71	IN_132_MCB_27_S_ITS_S24	IN_272_MCB_10_S_ITS_S31	IN_272_MCB_11_S_ITS_S79	IN_272_MCB_24_S_ITS_S72	IN_55_MCB_6_S_ITS_S20	IN_55_MCB_7_S_ITS_S68	IN_55_MCB_8_S_ITS_S21	IN_WT_MCB_28_S_ITS_S32	IN_WT_MCB_29_S_ITS_S80	IN_WT_MCB_33_S_ITS_S33	TN_130_A_S_ITS_S35	TN_130_B_S_ITS_S83	TN_130_C_S_ITS_S36	TN_132_A_S_ITS_S84	TN_132_B_S_ITS_S43	TN_132_C_S_ITS_S91	TN_272_A_S_ITS_S44	TN_272_B_S_ITS_S92	TN_272_C_S_ITS_S45	TN_55_A_S_ITS_S81	TN_55_B_S_ITS_S34	TN_55_C_S_ITS_S82	TN_LS_1_S_ITS_S93	TN_LS_2_S_ITS_S46	TN_LS_3_S_ITS_S94	TN_WT_MB_19_S_ITS_S47	TN_WT_MB_20_S_ITS_S95	TN_WT_MB_21_S_ITS_S48	WA130_BNL_20_S_ITS_S9	WA132_RN_7_S_ITS_S57	WA132_RN_8_S_ITS_S10	WA272_BNL_17_S_ITS_S59	WA272_BNL_18_S_ITS_S12	WA272_RN_10_S_ITS_S11	WA_55_BNL_19_S_ITS_S8	WA_55_RN_1_S_ITS_S7	WA_55_RN_2_S_ITS_S55	WA_WT_BNL_21_S_ITS_S60	WA_WT_BNL_22_S_ITS_S19	WA_WT_BNL_23_S_ITS_S67	taxonomy
Otu02564	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu02565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Xenasmataceae(100);g__Xenasma(100);s__Xenasma_rimicola(100);
Otu02566	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	2	0	2	0	0	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__unclassified_Helotiaceae(100);s__Helotiaceae_sp(100);
Otu02567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);f__Mycosphaerellaceae_unclassified(100);f__Mycosphaerellaceae_unclassified(100);
Otu02568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	11	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Entolomataceae(100);g__Entoloma(100);g__Entoloma_unclassified(100);
Otu02569	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideomycetes_ord_Incertae_sedis(100);f__Eremomycetaceae(100);g__Arthrographis(100);s__Arthrographis_longispora(97);
Otu02570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Clavicipitaceae(100);g__Metarhizium(100);s__Metarhizium_lepidiotae(100);
Otu02571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Mortierellomycota(100);p__Mortierellomycota_unclassified(100);p__Mortierellomycota_unclassified(100);p__Mortierellomycota_unclassified(100);p__Mortierellomycota_unclassified(100);p__Mortierellomycota_unclassified(100);
Otu02572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Didymosphaeriaceae(100);g__Spegazzinia(100);s__Spegazzinia_tessarthra(100);
Otu02573	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	2	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu02574	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	1	5	0	1	1	0	0	2	0	0	2	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);g__Penicillium(100);g__Penicillium_unclassified(100);
Otu02575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	6	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Mucoromycota(100);c__Mucoromycotina_cls_Incertae_sedis(100);o__Mucoromycotina_ord_Incertae_sedis(100);f__Mucoromycotina_fam_Incertae_sedis(100);g__Bifiguratus(100);s__Bifiguratus_sp(100);
Otu02576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Glomeromycota(100);c__Paraglomeromycetes(100);c__Paraglomeromycetes_unclassified(100);c__Paraglomeromycetes_unclassified(100);c__Paraglomeromycetes_unclassified(100);c__Paraglomeromycetes_unclassified(100);
Otu02577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	3	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Sebacinales(100);f__Serendipitaceae(100);g__unclassified_Serendipitaceae(100);s__Serendipitaceae_sp(100);
Otu02578	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(93);c__Eurotiomycetes_unclassified(93);c__Eurotiomycetes_unclassified(93);c__Eurotiomycetes_unclassified(93);c__Eurotiomycetes_unclassified(93);
Otu02579	1	0	1	0	0	2	1	0	0	0	0	1	2	0	0	1	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);
Otu02580	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(89);c__Eurotiomycetes_unclassified(89);c__Eurotiomycetes_unclassified(89);c__Eurotiomycetes_unclassified(89);c__Eurotiomycetes_unclassified(89);
Otu02581	0	0	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(89);f__Nectriaceae_unclassified(89);f__Nectriaceae_unclassified(89);
Otu02582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	5	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Bolbitiaceae(100);g__Conocybe(100);g__Conocybe_unclassified(100);
Otu02583	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	5	2	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	k__Fungi(100);p__Kickxellomycota(100);c__Kickxellomycetes(100);o__Kickxellales(100);f__Kickxellaceae(100);g__Ramicandelaber(100);g__Ramicandelaber_unclassified(71);
Otu02584	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	7	0	0	0	0	5	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Myrmecridiales(100);f__Myrmecridiaceae(100);g__Myrmecridium(100);s__Myrmecridium_schulzeri(100);
Otu02585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);o__Agaricales_unclassified(100);o__Agaricales_unclassified(100);o__Agaricales_unclassified(100);
Otu02586	0	2	0	0	2	3	1	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Hymenochaetales(100);f__Schizoporaceae(100);g__Schizopora(100);s__Schizopora_flavipora(100);
Otu02587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Clavariaceae(100);f__Clavariaceae_unclassified(100);f__Clavariaceae_unclassified(100);
Otu02588	0	0	2	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Spiculogloeomycetes(100);o__Spiculogloeales(100);f__Spiculogloeaceae(100);g__Phyllozyma(100);s__Phyllozyma_linderae(100);
Otu02589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu02590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Orbiliomycetes(100);o__Orbiliales(100);f__Orbiliaceae(100);f__Orbiliaceae_unclassified(100);f__Orbiliaceae_unclassified(100);
Otu02591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);
Otu02592	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(81);p__Ascomycota_unclassified(81);p__Ascomycota_unclassified(81);p__Ascomycota_unclassified(81);p__Ascomycota_unclassified(81);
Otu02593	0	0	1	5	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu02594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	5	1	0	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Glarea(100);g__Glarea_unclassified(100);
Otu02595	3	3	1	0	0	0	1	0	1	0	0	3	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Zymoseptoria(100);g__Zymoseptoria_unclassified(100);
Otu02596	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);g__Mortierella_unclassified(100);
Otu02597	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);c__Eurotiomycetes_unclassified(97);c__Eurotiomycetes_unclassified(97);c__Eurotiomycetes_unclassified(97);c__Eurotiomycetes_unclassified(97);
Otu02598	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Pezizomycetes(100);o__Pezizales(100);f__Pyronemataceae(100);f__Pyronemataceae_unclassified(100);f__Pyronemataceae_unclassified(100);
Otu02599	3	0	0	0	0	0	0	0	2	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Glomeromycota(100);c__Glomeromycetes(100);o__Glomerales(100);f__Glomeraceae(100);g__Glomus(97);s__Glomus_aggregatum(97);
Otu02600	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Entolomataceae(100);g__Clitopilus(100);s__Clitopilus_sp(100);
Otu02601	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(100);o__Dothideales_unclassified(100);o__Dothideales_unclassified(100);o__Dothideales_unclassified(100);
Otu02602	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);
Otu02603	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	1	0	0	3	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Pleurotheciales(100);f__Pleurotheciaceae(100);g__Pleurotheciella(100);s__Pleurotheciella_sp(100);
Otu02604	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	3	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu02605	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	k__Fungi(100);p__Mucoromycota(100);c__Endogonomycetes(100);o__Endogonales(100);f__unclassified_Endogonales(100);g__unclassified_Endogonales(100);s__Endogonales_sp(100);
Otu02606	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Geastrales(100);f__Geastraceae(100);g__Geastrum(100);s__Geastrum_pectinatum(100);
Otu02607	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	3	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Tricholomataceae(100);g__Lepista(100);s__Lepista_sordida(100);
Otu02608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Orbiliomycetes(100);o__unclassified_Orbiliomycetes(100);f__unclassified_Orbiliomycetes(100);g__unclassified_Orbiliomycetes(100);s__Orbiliomycetes_sp(100);
Otu02609	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Chytridiomycota(100);c__Spizellomycetes(100);o__Spizellomycetales(100);f__Powellomycetaceae(100);f__Powellomycetaceae_unclassified(100);f__Powellomycetaceae_unclassified(100);
Otu02610	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Glomeromycota(100);c__Glomeromycetes(100);o__Glomerales(100);f__Glomeraceae(100);g__Septoglomus(100);s__Septoglomus_viscosum(100);
Otu02611	0	2	0	0	0	1	4	0	0	0	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Cystofilobasidiales(100);o__Cystofilobasidiales_unclassified(100);o__Cystofilobasidiales_unclassified(100);o__Cystofilobasidiales_unclassified(100);
Otu02612	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu02613	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Glomeromycota(100);c__Glomeromycetes(100);o__Glomerales(100);f__Glomeraceae(100);g__Septoglomus(100);s__Septoglomus_viscosum(100);
Otu02614	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Cordycipitaceae(100);f__Cordycipitaceae_unclassified(100);f__Cordycipitaceae_unclassified(100);
Otu02615	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Mucoromycota(100);c__Endogonomycetes(100);o__Endogonales(100);f__unclassified_Endogonales(100);g__unclassified_Endogonales(100);s__Endogonales_sp(100);
Otu02616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	11	2	0	k__Fungi(100);p__Glomeromycota(100);c__Glomeromycetes(100);o__Diversisporales(100);f__unclassified_Diversisporales(100);g__unclassified_Diversisporales(100);s__Diversisporales_sp(100);
Otu02617	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);
Otu02618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Chytridiomycota(100);p__Chytridiomycota_unclassified(97);p__Chytridiomycota_unclassified(97);p__Chytridiomycota_unclassified(97);p__Chytridiomycota_unclassified(97);p__Chytridiomycota_unclassified(97);
Otu02619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	0	1	0	6	1	2	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);
Otu02620	0	5	2	0	5	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(70);c__Dothideomycetes_unclassified(70);c__Dothideomycetes_unclassified(70);c__Dothideomycetes_unclassified(70);c__Dothideomycetes_unclassified(70);
Otu02621	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Archaeorhizomycetes(100);o__Archaeorhizomycetales(100);f__Archaeorhizomycetaceae(100);g__Archaeorhizomyces(100);s__Archaeorhizomyces_sp(100);
Otu02622	0	0	7	3	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Clavicipitaceae(100);g__unclassified_Clavicipitaceae(100);s__Clavicipitaceae_sp(100);
Otu02623	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);g__Phialophora(100);s__Phialophora_livistonae(100);
Otu02624	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);
Otu02625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	5	4	0	1	1	0	k__Fungi(100);p__Ascomycota(100);c__Pezizomycetes(100);o__Pezizales(100);f__Pezizaceae(100);g__unclassified_Pezizaceae(100);s__Pezizaceae_sp(100);
Otu02626	4	6	0	0	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);
Otu02627	0	3	0	1	0	1	0	0	1	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);g__Exophiala(100);s__Exophiala_moniliae(100);
Otu02628	3	2	0	0	2	2	0	0	1	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Stachybotryaceae(100);g__Alfaria(93);g__Alfaria_unclassified(93);
Otu02629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);
Otu02630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Saccharomycetes(100);o__Saccharomycetales(100);f__Saccharomycetaceae(100);g__Torulaspora(100);g__Torulaspora_unclassified(100);
Otu02631	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	k__Fungi(100);p__Glomeromycota(100);c__Glomeromycetes(100);c__Glomeromycetes_unclassified(100);c__Glomeromycetes_unclassified(100);c__Glomeromycetes_unclassified(100);c__Glomeromycetes_unclassified(100);
