"OTU_ID"	"IN_130_MCB_26_S_ITS_S70"	"IN_130_MCB_2_S_ITS_S69"	"IN_130_MCB_9_S_ITS_S22"	"IN_132_MCB_16_S_ITS_S23"	"IN_132_MCB_17_S_ITS_S71"	"IN_132_MCB_27_S_ITS_S24"	"IN_272_MCB_10_S_ITS_S31"	"IN_272_MCB_11_S_ITS_S79"	"IN_272_MCB_24_S_ITS_S72"	"IN_55_MCB_6_S_ITS_S20"	"IN_55_MCB_7_S_ITS_S68"	"IN_55_MCB_8_S_ITS_S21"	"IN_WT_MCB_28_S_ITS_S32"	"IN_WT_MCB_29_S_ITS_S80"	"IN_WT_MCB_33_S_ITS_S33"	"TN_130_A_S_ITS_S35"	"TN_130_B_S_ITS_S83"	"TN_130_C_S_ITS_S36"	"TN_132_A_S_ITS_S84"	"TN_132_B_S_ITS_S43"	"TN_132_C_S_ITS_S91"	"TN_272_A_S_ITS_S44"	"TN_272_B_S_ITS_S92"	"TN_272_C_S_ITS_S45"	"TN_55_A_S_ITS_S81"	"TN_55_B_S_ITS_S34"	"TN_55_C_S_ITS_S82"	"TN_LS_1_S_ITS_S93"	"TN_LS_2_S_ITS_S46"	"TN_LS_3_S_ITS_S94"	"TN_WT_MB_19_S_ITS_S47"	"TN_WT_MB_20_S_ITS_S95"	"TN_WT_MB_21_S_ITS_S48"	"WA130_BNL_20_S_ITS_S9"	"WA132_RN_7_S_ITS_S57"	"WA132_RN_8_S_ITS_S10"	"WA272_BNL_17_S_ITS_S59"	"WA272_BNL_18_S_ITS_S12"	"WA272_RN_10_S_ITS_S11"	"WA_55_BNL_19_S_ITS_S8"	"WA_55_RN_1_S_ITS_S7"	"WA_55_RN_2_S_ITS_S55"	"WA_WT_BNL_21_S_ITS_S60"	"WA_WT_BNL_22_S_ITS_S19"	"WA_WT_BNL_23_S_ITS_S67"	"taxonomy"
"Otu03536"	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);"
"Otu03537"	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);o__Eurotiales_unclassified(100);o__Eurotiales_unclassified(100);o__Eurotiales_unclassified(100);"
"Otu03538"	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);"
"Otu03539"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricostilbomycetes(100);o__Agaricostilbales(100);f__Chionosphaeraceae(100);f__Chionosphaeraceae_unclassified(100);f__Chionosphaeraceae_unclassified(100);"
"Otu03540"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);"
"Otu03541"	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Leptosphaeriaceae(100);f__Leptosphaeriaceae_unclassified(100);f__Leptosphaeriaceae_unclassified(100);"
"Otu03542"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Lentitheciaceae(100);f__Lentitheciaceae_unclassified(100);f__Lentitheciaceae_unclassified(100);"
"Otu03543"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);"
"Otu03544"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	4	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);f__Aspergillaceae_unclassified(100);f__Aspergillaceae_unclassified(100);"
"Otu03545"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Tricholomataceae(100);g__Lepista(100);g__Lepista_unclassified(93);"
"Otu03546"	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Myrmecridiales(100);f__Myrmecridiaceae(100);g__Myrmecridium(100);s__Myrmecridium_schulzeri(100);"
"Otu03547"	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Clavicipitaceae(100);f__Clavicipitaceae_unclassified(100);f__Clavicipitaceae_unclassified(100);"
"Otu03548"	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Stachybotryaceae(100);g__Myrothecium(100);g__Myrothecium_unclassified(100);"
"Otu03549"	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Kickxellomycota(100);c__Kickxellomycetes(100);o__Kickxellales(100);f__Kickxellaceae(100);g__Ramicandelaber(100);s__Ramicandelaber_taiwanensis(100);"
"Otu03550"	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	1	0	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Sporormiaceae(100);g__Preussia(100);g__Preussia_unclassified(100);"
"Otu03551"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);o__Sordariales_unclassified(100);o__Sordariales_unclassified(100);o__Sordariales_unclassified(100);"
"Otu03552"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Ophiocordycipitaceae(100);g__Tolypocladium(100);s__Tolypocladium_sp(54);"
"Otu03553"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);"
"Otu03554"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Agaricaceae(100);g__Lepiota(100);g__Lepiota_unclassified(100);"
