"OTU_ID"	"IN_130_MCB_26_S_ITS_S70"	"IN_130_MCB_2_S_ITS_S69"	"IN_130_MCB_9_S_ITS_S22"	"IN_132_MCB_16_S_ITS_S23"	"IN_132_MCB_17_S_ITS_S71"	"IN_132_MCB_27_S_ITS_S24"	"IN_272_MCB_10_S_ITS_S31"	"IN_272_MCB_11_S_ITS_S79"	"IN_272_MCB_24_S_ITS_S72"	"IN_55_MCB_6_S_ITS_S20"	"IN_55_MCB_7_S_ITS_S68"	"IN_55_MCB_8_S_ITS_S21"	"IN_WT_MCB_28_S_ITS_S32"	"IN_WT_MCB_29_S_ITS_S80"	"IN_WT_MCB_33_S_ITS_S33"	"TN_130_A_S_ITS_S35"	"TN_130_B_S_ITS_S83"	"TN_130_C_S_ITS_S36"	"TN_132_A_S_ITS_S84"	"TN_132_B_S_ITS_S43"	"TN_132_C_S_ITS_S91"	"TN_272_A_S_ITS_S44"	"TN_272_B_S_ITS_S92"	"TN_272_C_S_ITS_S45"	"TN_55_A_S_ITS_S81"	"TN_55_B_S_ITS_S34"	"TN_55_C_S_ITS_S82"	"TN_LS_1_S_ITS_S93"	"TN_LS_2_S_ITS_S46"	"TN_LS_3_S_ITS_S94"	"TN_WT_MB_19_S_ITS_S47"	"TN_WT_MB_20_S_ITS_S95"	"TN_WT_MB_21_S_ITS_S48"	"WA130_BNL_20_S_ITS_S9"	"WA132_RN_7_S_ITS_S57"	"WA132_RN_8_S_ITS_S10"	"WA272_BNL_17_S_ITS_S59"	"WA272_BNL_18_S_ITS_S12"	"WA272_RN_10_S_ITS_S11"	"WA_55_BNL_19_S_ITS_S8"	"WA_55_RN_1_S_ITS_S7"	"WA_55_RN_2_S_ITS_S55"	"WA_WT_BNL_21_S_ITS_S60"	"WA_WT_BNL_22_S_ITS_S19"	"WA_WT_BNL_23_S_ITS_S67"	"taxonomy"
"Otu04204"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Agaricaceae(100);g__Leucoagaricus(100);g__Leucoagaricus_unclassified(100);"
"Otu04205"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Orbiliomycetes(100);o__Orbiliales(100);o__Orbiliales_unclassified(100);o__Orbiliales_unclassified(100);o__Orbiliales_unclassified(100);"
"Otu04206"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Ramalinaceae(100);f__Ramalinaceae_unclassified(100);f__Ramalinaceae_unclassified(100);"
"Otu04207"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Glomeromycota(100);c__Glomeromycetes(100);o__Glomerales(100);f__Claroideoglomeraceae(100);g__Claroideoglomus(100);g__Claroideoglomus_unclassified(100);"
"Otu04208"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);"
"Otu04209"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	"k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);"
"Otu04210"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);"
"Otu04211"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);"
"Otu04212"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);f__Herpotrichiellaceae_unclassified(100);f__Herpotrichiellaceae_unclassified(100);"
"Otu04213"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricostilbomycetes(100);o__Agaricostilbales(100);f__Chionosphaeraceae(100);f__Chionosphaeraceae_unclassified(100);f__Chionosphaeraceae_unclassified(100);"
"Otu04214"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);"
"Otu04215"	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);o__Agaricales_unclassified(100);o__Agaricales_unclassified(100);o__Agaricales_unclassified(100);"
"Otu04216"	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);"
"Otu04217"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	"k__Fungi(100);p__Mucoromycota(100);c__Mucoromycetes(100);o__Mucorales(100);f__Mucoraceae(100);g__Mucor(100);g__Mucor_unclassified(100);"
"Otu04218"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Physalacriaceae(100);g__Physalacria(100);s__Physalacria_maipoensis(100);"
"Otu04219"	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_fam_Incertae_sedis(100);g__Acremonium(100);s__Acremonium_rutilum(100);"
"Otu04220"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Trichosporonales(100);f__Trichosporonaceae(100);g__Vanrija(100);s__Vanrija_humicola(100);"
"Otu04221"	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);"
"Otu04222"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Chytridiomycota(100);c__Rhizophydiomycetes(100);o__Rhizophydiales(100);o__Rhizophydiales_unclassified(100);o__Rhizophydiales_unclassified(100);o__Rhizophydiales_unclassified(100);"
"Otu04223"	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Bolbitiaceae(100);g__Conocybe(100);g__Conocybe_unclassified(100);"
"Otu04224"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Tubeufiales(100);f__Wiesneriomycetaceae(100);g__Wiesneriomyces(100);s__Wiesneriomyces_laurinus(100);"
"Otu04225"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Orbiliomycetes(100);o__Orbiliales(100);f__unclassified_Orbiliales(100);g__unclassified_Orbiliales(100);s__Orbiliales_sp(100);"
"Otu04226"	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);o__Chaetothyriales_unclassified(100);o__Chaetothyriales_unclassified(100);o__Chaetothyriales_unclassified(100);"
"Otu04227"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Tubeufiales(100);f__Wiesneriomycetaceae(100);g__Spissiomyces(100);s__Spissiomyces_sp(100);"
"Otu04228"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(75);p__Ascomycota_unclassified(75);p__Ascomycota_unclassified(75);p__Ascomycota_unclassified(75);p__Ascomycota_unclassified(75);"
"Otu04229"	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Chytridiomycota(100);c__Chytridiomycetes(100);o__unclassified_Chytridiomycetes(100);f__unclassified_Chytridiomycetes(100);g__unclassified_Chytridiomycetes(100);s__Chytridiomycetes_sp(100);"
"Otu04230"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);c__Agaricomycetes_unclassified(63);c__Agaricomycetes_unclassified(63);c__Agaricomycetes_unclassified(63);c__Agaricomycetes_unclassified(63);"
"Otu04231"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Cucurbitariaceae(100);f__Cucurbitariaceae_unclassified(100);f__Cucurbitariaceae_unclassified(100);"
"Otu04232"	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Glomeromycota(100);c__Glomeromycetes(100);o__Diversisporales(100);f__Diversisporaceae(100);g__unclassified_Diversisporaceae(100);s__Diversisporaceae_sp(100);"
"Otu04233"	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Coniochaetales(100);f__Coniochaetaceae(100);f__Coniochaetaceae_unclassified(100);f__Coniochaetaceae_unclassified(100);"
"Otu04234"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);"
"Otu04235"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Stephanosporaceae(100);f__Stephanosporaceae_unclassified(100);f__Stephanosporaceae_unclassified(100);"
"Otu04236"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Ganodermataceae(100);g__Ganoderma(100);s__Ganoderma_australe(100);"
"Otu04237"	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Pleosporaceae(100);g__Alternaria(100);g__Alternaria_unclassified(100);"
"Otu04238"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);g__unclassified_Trichomeriaceae(100);s__Trichomeriaceae_sp(100);"
"Otu04239"	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Saccharomycetes(100);o__Saccharomycetales(100);f__Trichomonascaceae(100);g__Blastobotrys(100);s__Blastobotrys_nivea(88);"
"Otu04240"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);"
"Otu04241"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);f__Helotiaceae_unclassified(100);f__Helotiaceae_unclassified(100);"
"Otu04242"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Orbiliomycetes(100);o__Orbiliales(100);f__Orbiliales_fam_Incertae_sedis(100);g__Vermispora(100);s__Vermispora_sp(100);"
"Otu04243"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Meruliaceae(100);f__Meruliaceae_unclassified(100);f__Meruliaceae_unclassified(100);"
"Otu04244"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Tricholomataceae(100);g__Tricholoma(100);s__Tricholoma_populinum(100);"
"Otu04245"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);o__Onygenales_unclassified(88);o__Onygenales_unclassified(88);o__Onygenales_unclassified(88);"
"Otu04246"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);"
"Otu04247"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Chytridiomycota(100);c__Rhizophydiomycetes(100);o__Rhizophydiales(100);f__Halomycetaceae(100);g__Paranamyces(100);s__Paranamyces_uniporus(100);"
"Otu04248"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreaceae(100);g__Protocrea(100);s__Protocrea_farinosa(100);"
"Otu04249"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);f__Herpotrichiellaceae_unclassified(100);f__Herpotrichiellaceae_unclassified(100);"
"Otu04250"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);"
"Otu04251"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Orbiliomycetes(100);o__Orbiliales(100);f__Orbiliaceae(100);g__Brachyphoris(100);s__Brachyphoris_oviparasitica(100);"
"Otu04252"	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Glomeromycota(100);c__Archaeosporomycetes(100);o__Archaeosporales(100);f__Archaeosporaceae(100);g__Archaeospora(100);g__Archaeospora_unclassified(100);"
"Otu04253"	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Glomeromycota(100);c__Glomeromycetes(100);o__Glomerales(100);f__Glomeraceae(100);f__Glomeraceae_unclassified(100);f__Glomeraceae_unclassified(100);"
"Otu04254"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);"
"Otu04255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Chaetosphaeriales(100);f__Chaetosphaeriaceae(100);g__Chloridium(100);g__Chloridium_unclassified(100);"
"Otu04256"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(88);g__Setophaeosphaeria(88);g__Setophaeosphaeria_unclassified(88);"
"Otu04257"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Sordariales_fam_Incertae_sedis(100);g__Conlarium(100);s__Conlarium_sp(100);"
"Otu04258"	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);o__Agaricales_unclassified(100);o__Agaricales_unclassified(100);o__Agaricales_unclassified(100);"
"Otu04259"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Physalacriaceae(100);f__Physalacriaceae_unclassified(100);f__Physalacriaceae_unclassified(100);"
"Otu04260"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);"
"Otu04261"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);g__Penicillium(100);g__Penicillium_unclassified(100);"
"Otu04262"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Clavicipitaceae(100);g__Claviceps(100);s__Claviceps_cynodontis(100);"
"Otu04263"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);"
"Otu04264"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	"k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);"
"Otu04265"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);"
"Otu04266"	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Psathyrellaceae(100);g__Parasola(100);s__Parasola_lilatincta(100);"
"Otu04267"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Saccharomycetes(100);o__Saccharomycetales(100);f__unclassified_Saccharomycetales(100);g__unclassified_Saccharomycetales(100);s__Saccharomycetales_sp(100);"
"Otu04268"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);f__Nectriaceae_unclassified(100);f__Nectriaceae_unclassified(100);"
"Otu04269"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);"
"Otu04270"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);"
