,Degree,BetweennessCentrality
Botu00061,12,683.494489117021
Botu00076,13,1069.33862104647
Botu00082,7,665.5
Botu00369,6,500.5
Botu00240,16,1733.85496829542
Botu00699,9,572.168215721476
Botu00207,10,1405.06045763415
Botu00242,13,1157.14024695679
Botu00815,10,541.765304411417
Botu00273,9,3825.27210567211
Botu00291,6,543.279337329337
Botu00260,6,508.73992743971
Botu00615,9,1839.18675587697
Botu00652,7,1727.26082757822
Botu01240,7,1617.95014936754
